person_id,vehicle_id,age_range,gender,majority_minority,education,income,married,children,postal_code
129404,129404,26-39,female,majority,high school,upper class,1,1,10238
799151,799151,16-25,female,minority,high school,poverty,0,1,10238
669779,669779,26-39,female,majority,university,working class,1,1,32765
329445,329445,26-39,male,majority,high school,working class,1,1,10238
424319,424319,26-39,female,majority,university,working class,0,1,10238
419836,419836,65+,male,majority,university,upper class,0,1,10238
712750,712750,26-39,male,majority,university,upper class,0,0,32765
643559,643559,40-64,female,majority,university,upper class,1,1,10238
41135,41135,40-64,female,majority,university,upper class,1,0,32765
585561,585561,65+,female,majority,high school,upper class,1,0,10238
639748,639748,26-39,male,minority,high school,working class,0,1,10238
543980,543980,26-39,female,majority,high school,middle class,1,1,10238
130908,130908,16-25,male,minority,none,poverty,0,1,32765
447889,447889,40-64,female,majority,high school,upper class,0,0,10238
503082,503082,40-64,male,majority,university,upper class,1,1,32765
53365,53365,26-39,female,majority,high school,working class,0,1,92101
677945,677945,65+,male,minority,university,upper class,1,1,10238
633726,633726,65+,female,majority,university,upper class,1,1,10238
607082,607082,26-39,female,majority,high school,working class,0,0,10238
692538,692538,40-64,male,minority,university,upper class,1,1,10238
26272,26272,16-25,male,majority,university,working class,0,0,10238
87601,87601,40-64,male,majority,university,upper class,1,1,32765
42602,42602,40-64,female,majority,university,upper class,1,1,10238
135944,135944,16-25,female,majority,university,working class,0,1,10238
309491,309491,40-64,female,majority,high school,working class,1,1,10238
9251,9251,65+,female,minority,high school,upper class,1,1,10238
4953,4953,40-64,male,majority,none,upper class,0,0,10238
244725,244725,16-25,female,majority,high school,poverty,0,0,10238
490548,490548,16-25,female,majority,high school,middle class,0,1,10238
58945,58945,40-64,male,majority,university,working class,0,1,10238
941109,941109,40-64,male,majority,high school,upper class,0,1,10238
479683,479683,16-25,female,majority,none,poverty,0,0,92101
270239,270239,16-25,female,majority,high school,poverty,0,0,10238
892413,892413,16-25,female,majority,none,poverty,0,0,10238
586110,586110,16-25,male,majority,high school,poverty,0,0,10238
388188,388188,40-64,female,majority,none,poverty,0,0,10238
393187,393187,65+,male,majority,university,upper class,1,1,10238
587296,587296,65+,male,majority,high school,upper class,1,1,10238
209282,209282,26-39,male,majority,none,poverty,1,0,10238
762841,762841,26-39,female,majority,high school,middle class,1,0,10238
860422,860422,16-25,male,majority,high school,working class,0,0,10238
242411,242411,65+,female,minority,high school,upper class,0,1,10238
769904,769904,26-39,male,majority,high school,middle class,1,1,32765
154388,154388,65+,female,majority,university,upper class,1,0,10238
106515,106515,40-64,female,majority,university,upper class,1,1,10238
741059,741059,16-25,male,majority,high school,middle class,0,0,10238
138159,138159,65+,male,majority,high school,middle class,1,1,32765
985851,985851,16-25,male,majority,none,poverty,1,0,10238
756109,756109,16-25,male,majority,none,poverty,0,1,10238
358584,358584,26-39,female,majority,none,poverty,0,0,10238
197660,197660,40-64,male,majority,high school,working class,1,1,10238
216223,216223,65+,male,majority,high school,upper class,1,1,10238
40715,40715,65+,female,majority,high school,middle class,1,1,10238
307824,307824,16-25,female,minority,none,working class,0,0,32765
213873,213873,26-39,female,majority,university,working class,1,1,10238
359226,359226,40-64,male,majority,high school,middle class,0,1,10238
738808,738808,26-39,female,majority,none,working class,1,1,10238
799435,799435,26-39,female,majority,university,poverty,0,0,10238
650380,650380,40-64,female,majority,high school,upper class,1,1,10238
384134,384134,26-39,female,majority,none,working class,0,1,10238
410357,410357,40-64,male,majority,high school,middle class,1,1,32765
143667,143667,40-64,female,majority,high school,working class,1,1,10238
881826,881826,40-64,female,majority,university,upper class,1,1,92101
939552,939552,26-39,female,majority,high school,middle class,1,1,10238
184392,184392,40-64,male,minority,high school,middle class,1,1,10238
39708,39708,16-25,male,minority,high school,poverty,0,1,10238
853634,853634,26-39,female,majority,high school,working class,0,0,10238
134994,134994,65+,female,majority,high school,upper class,1,1,10238
184570,184570,16-25,female,majority,high school,poverty,0,0,92101
901479,901479,16-25,female,majority,high school,poverty,0,1,10238
67100,67100,26-39,male,majority,university,working class,1,0,32765
118073,118073,26-39,male,majority,high school,upper class,1,1,10238
174629,174629,16-25,female,majority,high school,working class,0,1,32765
752655,752655,40-64,male,majority,university,upper class,1,1,10238
890544,890544,65+,male,majority,university,upper class,0,1,10238
92879,92879,26-39,female,majority,high school,working class,0,0,32765
655984,655984,40-64,male,majority,university,upper class,0,1,10238
554562,554562,40-64,female,majority,high school,upper class,1,1,10238
550889,550889,40-64,male,majority,university,upper class,0,1,32765
572262,572262,40-64,female,majority,high school,upper class,1,0,10238
793998,793998,16-25,male,majority,none,poverty,0,1,10238
473963,473963,65+,female,majority,university,upper class,1,0,32765
340318,340318,16-25,female,majority,high school,working class,0,0,10238
761047,761047,40-64,female,majority,none,middle class,1,0,10238
382564,382564,40-64,male,majority,high school,upper class,1,1,10238
913337,913337,40-64,male,majority,none,working class,0,0,32765
428969,428969,26-39,female,majority,high school,upper class,1,1,10238
87128,87128,40-64,male,majority,high school,middle class,1,1,32765
712477,712477,40-64,male,majority,high school,working class,0,0,10238
926182,926182,40-64,male,majority,university,upper class,0,1,32765
999962,999962,65+,male,majority,university,upper class,1,1,32765
105713,105713,65+,male,majority,high school,upper class,1,1,10238
231297,231297,26-39,male,majority,high school,poverty,0,1,10238
312594,312594,65+,female,majority,high school,upper class,1,1,10238
354598,354598,26-39,male,majority,none,working class,0,0,10238
876350,876350,26-39,female,majority,university,upper class,1,1,10238
938,938,26-39,female,majority,university,upper class,1,1,10238
835204,835204,26-39,female,minority,high school,poverty,0,1,10238
311896,311896,16-25,male,majority,none,poverty,0,0,92101
675338,675338,65+,female,majority,high school,upper class,1,1,10238
190201,190201,40-64,male,majority,university,upper class,1,1,10238
71379,71379,65+,female,minority,none,upper class,1,1,32765
413288,413288,26-39,female,majority,none,working class,0,1,10238
55974,55974,16-25,female,majority,high school,working class,0,1,10238
609690,609690,40-64,male,majority,high school,upper class,1,1,10238
576932,576932,16-25,female,majority,university,working class,0,1,32765
395565,395565,26-39,male,majority,university,middle class,1,1,10238
179768,179768,16-25,male,majority,high school,middle class,0,0,10238
779988,779988,65+,male,majority,university,upper class,1,1,32765
708418,708418,65+,female,majority,high school,upper class,1,1,10238
848214,848214,16-25,female,minority,none,poverty,0,1,10238
659166,659166,40-64,male,majority,none,middle class,0,0,32765
424487,424487,40-64,female,majority,university,upper class,1,1,10238
407674,407674,26-39,male,majority,none,working class,0,1,10238
494175,494175,40-64,female,majority,high school,middle class,1,1,10238
416306,416306,26-39,female,majority,high school,middle class,1,0,10238
404730,404730,26-39,male,majority,university,upper class,1,1,92101
687350,687350,40-64,female,majority,university,upper class,1,1,10238
572609,572609,26-39,male,majority,none,poverty,0,0,10238
144961,144961,16-25,female,majority,high school,poverty,0,0,10238
857693,857693,26-39,male,majority,university,working class,1,0,32765
390171,390171,26-39,male,majority,university,upper class,1,0,32765
491068,491068,40-64,female,majority,university,upper class,1,0,10238
42499,42499,40-64,male,majority,university,upper class,1,1,10238
766112,766112,40-64,male,majority,university,upper class,0,0,10238
983059,983059,26-39,male,majority,university,middle class,1,0,32765
648791,648791,26-39,male,majority,none,working class,0,1,32765
855264,855264,65+,female,majority,university,upper class,0,1,32765
258531,258531,26-39,male,majority,university,upper class,0,0,10238
752409,752409,65+,male,majority,university,upper class,1,1,10238
696617,696617,26-39,male,majority,university,upper class,0,1,32765
53047,53047,16-25,male,majority,university,middle class,1,1,10238
421512,421512,65+,female,minority,high school,upper class,1,1,10238
468431,468431,40-64,female,majority,high school,upper class,1,1,10238
905733,905733,65+,female,majority,university,upper class,1,1,32765
650901,650901,16-25,male,minority,none,poverty,0,0,10238
618914,618914,65+,female,majority,university,upper class,1,1,10238
461297,461297,26-39,male,majority,university,upper class,0,0,10238
884798,884798,26-39,male,majority,high school,middle class,1,1,10238
505857,505857,16-25,male,majority,high school,poverty,1,0,32765
408899,408899,26-39,female,majority,university,working class,1,1,10238
819418,819418,16-25,male,majority,university,upper class,1,1,10238
775728,775728,26-39,female,majority,none,working class,0,0,10238
84267,84267,26-39,female,majority,high school,middle class,1,1,10238
469040,469040,40-64,male,majority,university,upper class,1,1,10238
309375,309375,26-39,male,majority,none,working class,0,1,32765
262143,262143,26-39,male,majority,high school,middle class,0,1,10238
774534,774534,40-64,female,majority,university,upper class,1,1,10238
888643,888643,26-39,male,majority,none,working class,0,0,32765
396999,396999,16-25,male,majority,university,middle class,0,1,10238
881057,881057,26-39,female,majority,university,upper class,1,1,32765
629917,629917,40-64,male,minority,none,working class,0,0,92101
178059,178059,16-25,male,majority,university,middle class,0,1,10238
221087,221087,26-39,male,majority,university,upper class,1,1,10238
265268,265268,40-64,male,majority,none,middle class,1,0,10238
293515,293515,26-39,female,majority,none,poverty,1,1,10238
827988,827988,16-25,male,majority,none,poverty,1,1,10238
992127,992127,40-64,male,majority,university,upper class,0,0,32765
339353,339353,16-25,female,majority,none,poverty,0,0,10238
412229,412229,26-39,male,majority,university,upper class,0,1,10238
703214,703214,26-39,male,majority,university,upper class,0,0,32765
888318,888318,40-64,female,majority,none,working class,0,1,10238
544902,544902,26-39,female,majority,high school,middle class,0,0,32765
746630,746630,40-64,male,minority,university,upper class,1,0,10238
833169,833169,40-64,male,majority,university,upper class,1,1,10238
615882,615882,26-39,female,majority,none,poverty,0,1,10238
138014,138014,40-64,male,majority,none,working class,1,1,10238
16212,16212,26-39,male,minority,high school,poverty,0,0,10238
280959,280959,26-39,female,minority,university,middle class,1,1,10238
341096,341096,40-64,male,majority,none,working class,0,1,10238
397215,397215,16-25,male,majority,high school,poverty,0,1,10238
308049,308049,26-39,female,majority,none,working class,1,0,32765
265048,265048,26-39,female,majority,high school,middle class,0,1,10238
77759,77759,26-39,female,majority,none,poverty,0,1,32765
474734,474734,65+,male,majority,university,upper class,1,1,32765
868876,868876,65+,male,majority,university,upper class,0,1,32765
842838,842838,26-39,female,majority,none,middle class,0,0,32765
962697,962697,65+,female,majority,high school,middle class,1,1,10238
683505,683505,40-64,female,majority,university,upper class,0,0,32765
519649,519649,40-64,male,majority,high school,working class,0,1,32765
399655,399655,40-64,male,majority,high school,middle class,1,1,10238
424121,424121,26-39,female,majority,high school,middle class,0,0,32765
144463,144463,16-25,female,majority,none,poverty,0,1,32765
770040,770040,65+,male,majority,university,upper class,1,1,10238
471153,471153,65+,male,majority,university,upper class,1,1,10238
840919,840919,40-64,male,majority,high school,upper class,1,1,10238
917715,917715,16-25,male,minority,high school,working class,0,0,10238
102787,102787,40-64,female,majority,high school,middle class,1,1,10238
736705,736705,40-64,female,majority,high school,upper class,0,0,10238
572200,572200,40-64,female,majority,high school,upper class,0,0,32765
254017,254017,40-64,female,minority,university,upper class,1,0,32765
446717,446717,65+,male,majority,high school,upper class,1,1,10238
323834,323834,40-64,male,majority,high school,upper class,0,1,32765
792189,792189,40-64,female,majority,none,middle class,0,1,32765
898565,898565,16-25,female,majority,university,middle class,0,0,10238
200777,200777,65+,male,majority,university,upper class,1,1,32765
267329,267329,65+,female,majority,high school,upper class,1,1,10238
524391,524391,26-39,male,minority,high school,poverty,0,0,10238
25415,25415,16-25,male,minority,none,poverty,0,1,32765
461865,461865,26-39,female,majority,none,working class,1,1,32765
489044,489044,16-25,male,majority,university,working class,0,0,10238
614546,614546,65+,female,majority,university,upper class,1,1,10238
835797,835797,40-64,female,minority,none,working class,1,1,32765
710627,710627,26-39,male,majority,university,middle class,0,0,10238
668461,668461,26-39,male,majority,high school,working class,0,1,92101
365540,365540,65+,female,majority,university,upper class,0,0,10238
226825,226825,26-39,male,majority,high school,working class,1,1,10238
714599,714599,65+,male,majority,university,upper class,0,1,10238
639868,639868,16-25,female,majority,high school,poverty,0,0,10238
609588,609588,65+,male,majority,university,middle class,1,1,10238
682324,682324,40-64,female,majority,university,upper class,1,0,32765
646277,646277,26-39,female,majority,university,working class,0,1,92101
906621,906621,26-39,female,majority,high school,upper class,0,0,10238
587020,587020,16-25,male,majority,university,working class,0,0,10238
298614,298614,16-25,male,majority,university,poverty,0,0,32765
737180,737180,65+,male,minority,university,upper class,1,1,10238
630758,630758,40-64,male,majority,university,upper class,0,1,10238
896224,896224,65+,female,minority,high school,upper class,0,1,10238
540542,540542,65+,female,majority,high school,middle class,0,0,32765
332300,332300,16-25,female,majority,high school,working class,1,0,92101
214421,214421,65+,male,majority,high school,upper class,1,1,32765
625951,625951,65+,male,majority,university,upper class,0,1,10238
240838,240838,40-64,male,majority,university,upper class,1,1,10238
631928,631928,40-64,male,majority,none,poverty,0,1,10238
769117,769117,26-39,male,majority,university,middle class,0,0,10238
283429,283429,65+,male,majority,none,working class,1,1,32765
944057,944057,16-25,male,majority,none,poverty,0,1,32765
834676,834676,40-64,female,majority,none,upper class,1,1,10238
138861,138861,26-39,male,minority,high school,middle class,1,1,10238
9627,9627,26-39,male,minority,high school,upper class,1,1,10238
362036,362036,26-39,female,majority,none,working class,0,1,32765
649444,649444,26-39,female,majority,university,upper class,1,0,10238
5017,5017,65+,male,majority,high school,upper class,1,1,92101
702804,702804,40-64,male,majority,university,upper class,0,0,10238
437952,437952,40-64,female,majority,university,upper class,1,1,10238
712953,712953,16-25,female,majority,university,upper class,1,1,10238
329742,329742,16-25,female,majority,high school,poverty,0,1,10238
866929,866929,26-39,female,majority,university,upper class,1,0,32765
225143,225143,40-64,male,majority,university,upper class,1,1,10238
394664,394664,26-39,male,majority,none,poverty,1,1,10238
207812,207812,65+,male,majority,high school,upper class,0,1,32765
734171,734171,16-25,female,majority,none,poverty,0,0,32765
673153,673153,26-39,male,majority,high school,poverty,0,1,32765
564497,564497,40-64,female,minority,high school,middle class,0,1,32765
56765,56765,26-39,female,majority,high school,middle class,1,1,10238
618970,618970,26-39,female,majority,high school,upper class,0,0,32765
580579,580579,40-64,male,majority,university,upper class,1,1,92101
101,101,65+,female,majority,university,upper class,1,1,92101
751835,751835,40-64,female,majority,university,upper class,1,0,10238
330506,330506,16-25,female,majority,high school,working class,0,1,21217
290427,290427,16-25,female,majority,none,middle class,0,1,32765
514190,514190,40-64,female,majority,high school,middle class,0,1,32765
142916,142916,16-25,female,majority,high school,poverty,0,1,10238
187735,187735,40-64,male,majority,university,upper class,1,1,10238
665081,665081,16-25,female,majority,high school,poverty,1,1,10238
911327,911327,40-64,male,majority,university,upper class,0,1,10238
531250,531250,65+,female,majority,high school,upper class,1,1,32765
560825,560825,40-64,male,minority,high school,middle class,0,0,10238
604528,604528,65+,male,majority,high school,upper class,0,1,32765
277408,277408,26-39,male,majority,none,middle class,0,0,10238
16431,16431,26-39,male,majority,high school,middle class,0,1,10238
916137,916137,26-39,female,majority,high school,upper class,0,0,10238
497463,497463,65+,female,majority,university,upper class,1,1,92101
854542,854542,40-64,female,majority,university,upper class,1,1,32765
506115,506115,26-39,male,majority,none,working class,1,1,10238
72732,72732,26-39,male,majority,none,poverty,0,1,32765
69924,69924,26-39,male,minority,none,poverty,0,0,10238
898179,898179,65+,female,majority,high school,upper class,1,1,32765
494519,494519,40-64,female,majority,university,upper class,0,1,10238
930258,930258,26-39,male,majority,university,middle class,0,0,21217
900230,900230,26-39,female,majority,high school,middle class,1,1,32765
512929,512929,65+,male,majority,university,upper class,1,1,32765
24255,24255,65+,male,majority,high school,upper class,1,1,10238
175117,175117,40-64,female,majority,university,upper class,0,1,10238
30424,30424,40-64,male,minority,none,middle class,1,1,10238
364544,364544,26-39,male,majority,high school,working class,0,0,10238
618802,618802,26-39,male,majority,high school,upper class,1,1,10238
408939,408939,26-39,male,majority,university,middle class,1,1,32765
940603,940603,40-64,female,majority,none,middle class,0,1,10238
354689,354689,16-25,female,majority,high school,working class,0,0,10238
740592,740592,26-39,male,majority,high school,middle class,0,1,10238
123150,123150,65+,female,majority,university,upper class,1,1,10238
949426,949426,26-39,male,majority,high school,middle class,1,1,10238
455304,455304,40-64,male,majority,high school,middle class,1,0,10238
513675,513675,65+,male,majority,high school,upper class,1,1,32765
617387,617387,26-39,male,majority,high school,middle class,0,0,10238
436863,436863,16-25,male,majority,high school,working class,1,0,10238
677307,677307,26-39,female,majority,high school,middle class,0,1,10238
818173,818173,40-64,male,majority,university,upper class,1,1,10238
62863,62863,65+,male,majority,university,upper class,1,1,10238
143410,143410,40-64,female,majority,university,middle class,0,0,10238
795527,795527,26-39,female,majority,high school,working class,1,1,32765
513598,513598,40-64,male,majority,university,upper class,1,1,10238
121496,121496,40-64,male,majority,none,middle class,1,1,10238
368915,368915,16-25,male,majority,high school,working class,0,0,10238
348146,348146,26-39,female,majority,none,poverty,0,0,10238
847312,847312,26-39,male,majority,university,upper class,1,0,10238
268799,268799,26-39,male,majority,high school,middle class,0,1,32765
440272,440272,40-64,male,majority,university,upper class,0,1,32765
196570,196570,40-64,female,majority,university,upper class,1,1,10238
463229,463229,26-39,female,majority,high school,poverty,1,0,92101
297854,297854,40-64,male,majority,high school,upper class,1,1,10238
975718,975718,40-64,female,majority,university,upper class,1,1,10238
488658,488658,40-64,female,majority,university,upper class,0,1,10238
320313,320313,26-39,female,majority,high school,upper class,1,1,10238
323129,323129,40-64,male,majority,high school,upper class,0,1,10238
642860,642860,26-39,male,majority,high school,working class,0,0,10238
445056,445056,26-39,male,majority,university,upper class,1,1,10238
662855,662855,65+,female,majority,university,upper class,1,1,10238
881496,881496,26-39,female,majority,none,middle class,1,1,10238
845655,845655,65+,male,majority,university,upper class,1,1,10238
519751,519751,16-25,male,minority,none,poverty,0,0,92101
518073,518073,40-64,male,majority,university,upper class,1,1,10238
214281,214281,26-39,male,majority,none,poverty,0,0,10238
828111,828111,16-25,male,majority,none,poverty,0,1,10238
466025,466025,65+,female,majority,high school,upper class,1,1,10238
639084,639084,26-39,male,majority,university,upper class,0,1,32765
897135,897135,26-39,male,majority,high school,middle class,1,1,10238
235726,235726,26-39,female,majority,university,upper class,1,1,32765
682225,682225,26-39,male,majority,university,upper class,1,1,32765
396326,396326,40-64,male,majority,none,middle class,0,1,10238
869862,869862,40-64,male,majority,high school,upper class,1,1,32765
947354,947354,40-64,female,minority,high school,working class,0,1,10238
370253,370253,65+,female,minority,high school,upper class,1,1,10238
672542,672542,65+,male,majority,university,upper class,1,1,10238
823828,823828,40-64,female,majority,high school,working class,1,1,10238
36065,36065,16-25,male,majority,none,poverty,0,1,10238
825288,825288,40-64,male,majority,university,upper class,0,1,10238
414572,414572,40-64,female,majority,high school,upper class,1,1,10238
24396,24396,26-39,female,majority,high school,poverty,1,1,10238
220700,220700,16-25,male,minority,none,poverty,0,1,32765
962434,962434,26-39,male,majority,high school,upper class,1,1,10238
634006,634006,26-39,male,majority,university,upper class,1,0,32765
245523,245523,40-64,female,majority,none,working class,1,1,32765
556806,556806,65+,male,majority,high school,upper class,1,1,92101
136795,136795,26-39,male,majority,university,upper class,1,1,21217
745014,745014,16-25,female,majority,high school,poverty,0,0,10238
361686,361686,65+,male,majority,university,upper class,1,1,10238
180465,180465,40-64,male,majority,university,upper class,1,1,10238
15409,15409,65+,female,majority,university,upper class,0,1,10238
645283,645283,16-25,female,majority,none,poverty,0,0,10238
746172,746172,16-25,female,majority,high school,working class,0,1,10238
284609,284609,26-39,female,majority,university,middle class,0,0,10238
787173,787173,40-64,male,majority,none,middle class,1,1,10238
946168,946168,26-39,male,majority,university,middle class,0,1,10238
164865,164865,16-25,male,majority,none,poverty,0,0,10238
584870,584870,26-39,male,majority,high school,middle class,0,1,10238
592444,592444,16-25,female,majority,none,poverty,0,1,10238
313409,313409,40-64,female,majority,university,upper class,1,0,10238
600015,600015,65+,male,majority,university,upper class,1,0,10238
449608,449608,65+,female,majority,high school,middle class,0,1,10238
392143,392143,65+,male,majority,high school,upper class,0,0,10238
508287,508287,65+,male,majority,university,upper class,1,1,10238
102757,102757,65+,female,minority,none,upper class,1,1,10238
426769,426769,26-39,male,majority,university,upper class,1,1,10238
319786,319786,16-25,male,majority,university,upper class,1,0,10238
472257,472257,40-64,male,majority,university,upper class,1,1,10238
614120,614120,40-64,male,majority,university,upper class,0,1,10238
886751,886751,40-64,male,majority,none,middle class,1,1,32765
954045,954045,16-25,male,majority,university,working class,0,1,10238
539780,539780,40-64,male,majority,university,upper class,1,1,32765
458428,458428,26-39,female,majority,high school,upper class,0,0,10238
237986,237986,16-25,female,majority,high school,poverty,0,0,10238
140311,140311,16-25,female,majority,high school,working class,0,0,10238
757295,757295,16-25,male,majority,high school,upper class,1,1,32765
2654,2654,16-25,male,majority,high school,poverty,0,1,10238
125456,125456,40-64,female,minority,high school,upper class,1,1,10238
510231,510231,26-39,female,majority,high school,working class,0,1,10238
123705,123705,40-64,female,minority,high school,upper class,0,1,10238
252060,252060,26-39,male,majority,university,upper class,1,1,10238
683736,683736,26-39,female,majority,high school,working class,1,1,10238
40343,40343,65+,male,majority,high school,upper class,1,1,92101
750098,750098,40-64,female,minority,university,upper class,1,1,10238
837247,837247,16-25,male,majority,none,working class,1,1,10238
999976,999976,40-64,female,majority,high school,middle class,1,1,10238
935123,935123,65+,male,majority,high school,upper class,1,1,32765
345979,345979,65+,male,majority,university,upper class,1,1,10238
278816,278816,26-39,male,minority,none,upper class,1,0,32765
457341,457341,40-64,female,minority,university,upper class,1,1,10238
845448,845448,40-64,male,majority,high school,upper class,1,1,32765
303039,303039,16-25,female,majority,high school,middle class,0,1,10238
782130,782130,65+,male,majority,high school,upper class,1,1,32765
347755,347755,65+,male,minority,university,upper class,1,1,10238
12333,12333,40-64,male,majority,university,upper class,1,0,10238
763764,763764,65+,male,majority,university,upper class,1,0,10238
655511,655511,16-25,female,majority,none,poverty,1,1,10238
885622,885622,40-64,male,majority,university,upper class,1,1,10238
328664,328664,26-39,male,majority,high school,working class,0,0,32765
606142,606142,40-64,male,majority,high school,middle class,1,1,32765
206134,206134,26-39,male,majority,high school,middle class,0,0,10238
195959,195959,40-64,male,majority,university,upper class,1,1,92101
647122,647122,26-39,male,majority,university,upper class,0,0,10238
55396,55396,26-39,female,majority,none,working class,0,0,32765
349851,349851,26-39,male,majority,university,middle class,0,1,10238
329801,329801,40-64,male,majority,university,upper class,0,1,32765
890672,890672,65+,male,majority,university,upper class,0,1,10238
273676,273676,40-64,female,majority,university,upper class,1,1,10238
573910,573910,40-64,male,majority,university,upper class,1,1,92101
242100,242100,65+,female,majority,university,upper class,0,1,10238
587145,587145,40-64,male,majority,high school,upper class,0,1,10238
273939,273939,65+,male,majority,high school,upper class,1,1,32765
905593,905593,16-25,female,majority,university,working class,0,1,32765
545992,545992,26-39,male,majority,high school,upper class,1,0,10238
969562,969562,26-39,male,majority,high school,working class,1,1,32765
363787,363787,40-64,male,majority,none,working class,0,0,32765
416920,416920,65+,male,majority,university,upper class,1,1,32765
664716,664716,40-64,female,majority,high school,upper class,1,1,10238
906950,906950,40-64,male,minority,university,upper class,1,1,10238
344660,344660,26-39,male,majority,university,middle class,0,0,32765
129882,129882,16-25,female,majority,high school,middle class,0,0,10238
851428,851428,40-64,female,majority,high school,working class,0,1,10238
766789,766789,26-39,female,majority,high school,working class,0,1,92101
534886,534886,65+,female,majority,high school,upper class,1,1,10238
791078,791078,26-39,male,minority,university,upper class,0,1,10238
924520,924520,26-39,female,majority,high school,upper class,0,1,32765
435122,435122,65+,male,majority,university,upper class,1,1,10238
102844,102844,40-64,female,majority,high school,middle class,1,1,32765
9863,9863,40-64,male,majority,high school,upper class,0,0,10238
592668,592668,16-25,female,majority,high school,working class,0,0,10238
457936,457936,40-64,female,majority,high school,middle class,1,1,32765
384974,384974,40-64,male,majority,university,middle class,1,1,10238
933410,933410,65+,female,majority,high school,middle class,1,1,10238
297690,297690,26-39,female,majority,high school,working class,1,1,10238
512035,512035,40-64,female,majority,high school,working class,0,0,32765
518188,518188,26-39,female,majority,none,middle class,1,1,32765
942224,942224,40-64,female,majority,none,middle class,0,1,10238
347653,347653,40-64,male,majority,university,upper class,0,1,32765
978369,978369,26-39,male,majority,university,working class,0,1,32765
290516,290516,65+,female,majority,none,upper class,1,1,32765
430766,430766,16-25,female,majority,high school,poverty,0,1,92101
212303,212303,65+,male,majority,high school,upper class,0,1,10238
753838,753838,40-64,male,majority,none,upper class,0,1,10238
872973,872973,40-64,male,majority,university,upper class,1,0,10238
517511,517511,26-39,female,majority,none,poverty,0,1,10238
357194,357194,16-25,female,majority,high school,poverty,0,0,10238
632227,632227,16-25,female,majority,university,middle class,1,1,32765
73173,73173,40-64,female,majority,high school,middle class,0,0,10238
717908,717908,40-64,female,majority,university,upper class,0,1,10238
826053,826053,65+,male,majority,university,upper class,1,1,10238
394342,394342,16-25,female,majority,none,working class,0,0,32765
344827,344827,40-64,male,majority,none,middle class,1,1,10238
425747,425747,26-39,female,majority,university,upper class,1,1,32765
582667,582667,65+,female,majority,university,upper class,0,1,10238
53828,53828,16-25,male,minority,high school,working class,1,1,10238
339853,339853,40-64,male,majority,university,upper class,1,1,32765
932809,932809,16-25,female,majority,none,poverty,0,0,92101
26248,26248,40-64,male,majority,high school,upper class,1,1,92101
545309,545309,65+,male,minority,high school,upper class,1,1,10238
236191,236191,16-25,male,majority,none,poverty,0,0,10238
918612,918612,26-39,female,majority,high school,middle class,0,0,92101
910531,910531,16-25,male,majority,high school,poverty,0,1,10238
854685,854685,26-39,female,majority,none,working class,0,0,10238
829614,829614,40-64,male,majority,university,middle class,0,0,32765
498195,498195,65+,female,majority,high school,upper class,1,0,10238
277626,277626,26-39,male,majority,none,poverty,0,1,10238
527665,527665,40-64,male,majority,high school,working class,0,1,10238
449921,449921,40-64,male,majority,university,upper class,1,1,10238
953688,953688,16-25,female,majority,high school,poverty,0,0,10238
925647,925647,40-64,male,majority,high school,middle class,1,1,32765
400562,400562,26-39,female,minority,none,middle class,1,1,10238
277802,277802,26-39,male,majority,university,upper class,1,0,92101
630035,630035,40-64,female,majority,high school,upper class,1,1,10238
276256,276256,40-64,female,majority,high school,upper class,0,0,10238
177582,177582,16-25,male,minority,none,working class,0,0,10238
403686,403686,16-25,male,majority,university,middle class,1,1,10238
776379,776379,40-64,female,majority,high school,upper class,0,1,32765
777885,777885,40-64,female,majority,high school,upper class,1,1,10238
781035,781035,16-25,male,majority,high school,poverty,0,0,32765
828324,828324,26-39,male,majority,high school,poverty,1,1,32765
813341,813341,65+,female,minority,none,middle class,1,1,32765
827898,827898,40-64,male,majority,university,upper class,0,1,21217
680919,680919,16-25,female,majority,high school,working class,0,1,10238
79260,79260,26-39,male,majority,university,middle class,0,1,10238
308586,308586,16-25,female,majority,none,working class,1,1,92101
171762,171762,26-39,male,majority,none,poverty,0,1,10238
973470,973470,16-25,male,minority,university,middle class,0,1,32765
46172,46172,40-64,female,majority,high school,upper class,0,1,10238
366895,366895,16-25,male,majority,university,poverty,0,1,10238
685602,685602,65+,female,majority,high school,upper class,1,1,10238
454978,454978,26-39,female,majority,university,upper class,1,0,10238
811551,811551,16-25,male,majority,university,working class,1,0,32765
569958,569958,65+,male,majority,high school,upper class,1,1,10238
841491,841491,26-39,female,majority,high school,working class,0,1,10238
116199,116199,16-25,male,majority,high school,working class,0,1,32765
96421,96421,65+,male,majority,university,upper class,0,0,10238
293475,293475,65+,female,majority,university,upper class,1,1,10238
329676,329676,26-39,female,majority,university,middle class,0,1,10238
200506,200506,26-39,female,majority,high school,middle class,0,1,10238
642689,642689,26-39,male,majority,none,middle class,1,1,10238
965846,965846,26-39,male,majority,university,upper class,1,1,10238
913065,913065,26-39,male,majority,high school,working class,1,1,32765
377816,377816,16-25,female,minority,high school,poverty,0,0,10238
996456,996456,40-64,female,minority,none,upper class,0,0,10238
605373,605373,26-39,female,majority,high school,poverty,0,1,10238
947853,947853,26-39,male,majority,high school,middle class,0,1,10238
839760,839760,26-39,male,majority,high school,poverty,1,1,32765
400017,400017,26-39,female,majority,none,poverty,1,0,10238
